,0
4128,Turkish Delight
4129,Two Men in Town
4130,Two People
4131,The Vault of Horror
4132,Voices
4133,Walking Tall
4134,We Want the Colonels
4135,Wedding in Blood
4136,White Lightning
4137,"Wicked, Wicked"
4138,Willie Dynamite
4139,The World's Greatest Athlete
4140,Zanjeer
4141,Ziddi
4142,Black Mama White Mama
4143,The Love Ban
4144,Adolf Hitler: My Part in His Downfall
4145,Wattstax
4146,Jory
4147,Nothing but the Night
4148,Payday
4149,The Blood Brothers
4150,Schlock
4151,Genesis II
4152,Black Snake
4153,Kamouraska
4154,The Mack
4155,The Iron Rose
4156,Tiffany Jones
4157,Bequest to the Nation
4158,Messiah of Evil
4159,Guns of a Stranger
4160,"Father, Dear Father"
4161,Little Laura and Big John
4162,Terror in the Wax Museum
4163,The Blockhouse
4164,Little Cigars
4165,Cannibal Girls
4166,Interval
4167,One Little Indian
4168,Shaft in Africa
4169,40 Carats
4170,The Man Who Loved Cat Dancing
4171,Belladonna of Sadness
4172,Sssssss
4173,Badge 373
4174,"No Sex Please, We're British"
4175,The Boy Who Cried Werewolf
4176,The Naked Ape
4177,Blackenstein
4178,Gordon's War
4179,"Happy Mother's Day, Love George"
4180,I Escaped from Devil's Island
4181,Santee
4182,The Spook Who Sat by the Door
4183,Harry in Your Pocket
4184,The Slams
4185,Scalawag
4186,The Outfit
4187,"Summer Wishes, Winter Dreams"
4188,Ash Wednesday
4189,Carry On Girls
4190,The Affair
4191,Hex
4192,Fly Me
4193,Flesh for Frankenstein
4194,"Digby, the Biggest Dog in the World"
4195,Marco
4196,The Deadly Trackers
4197,Jimi Hendrix
4198,Paris Honeymoon
4199,The Buccaneer
4200,Red Zone Cuba
4201,The Terrornauts
4202,Sahara
4203,A Medal for Benny
4204,In a Lonely Place
4205,Body and Soul
4206,The Postman Always Rings Twice
4207,Shadows
4208,The Spiral Staircase
4209,1956 FAMAS Awards
4210,Luksang Tagumpay
4211,The Petty Girl
4212,This Time for Keeps
4213,Two Sisters from Boston
4214,Brick Bradford (serial)
4215,Range Law
4216,Tombstone Canyon
4217,Easy Virtue
4218,In Which We Serve
4219,The Killing
4220,The Enforcer
4221,Double Jeopardy
4222,The Woman in the Hall
4223,"San Diego, I Love You"
4224,Heading for Heaven
4225,The Woman on Pier 13
4226,Battle Hymn
4227,The Story on Page One
4228,Three Sailors and a Girl
4229,Tarzan and the Slave Girl
4230,The Big House
4231,Meet the People
4232,Singing Guns
4233,Tiga Abdul
4234,The Purple Vigilantes
4235,Santa Fe Stampede
4236,Don't Turn 'Em Loose
4237,Love Finds Andy Hardy
4238,Samson and Delilah
4239,By og land hand i hand
4240,How to Marry a Millionaire
4241,Million Dollar Legs
4242,The Wolf Man
4243,Bob le flambeur
4244,Out of the Past
4245,Chicago Deadline
4246,Dark Passage
4247,The Amazing Transparent Man
4248,99 River Street
4249,"I, the Jury"
4250,Kansas Pacific
4251,The Winning Team
4252,"Rome, Open City"
4253,The Rose Tattoo
4254,One Girl's Confession
4255,Solomon and Sheba
4256,House of Wax
4257,Santa Fe Uprising
4258,Misbehaving Ladies
4259,Pal Joey
4260,Roberta
4261,In the Navy
4262,The Duchess of Buffalo
4263,Dulcy
4264,The Bridge on the River Kwai
4265,Circus Girl
4266,Picture Brides
4267,The Underworld Story
4268,"Parole, Inc."
4269,Call Me Madam
4270,West Point
4271,Dixie
4272,The Year 01
4273,Penny Gold
4274,UBC Sauder School of Business
4275,Box Office Mojo
4276,The Numbers (website)
4277,Hindustan Times
4278,Detroit Free Press
4279,The Towering Inferno
4280,Blazing Saddles
4281,Young Frankenstein
4282,Earthquake
4283,The Trial of Billy Jack
4284,The Godfather Part II
4285,Airport 1975
4286,The Longest Yard
4287,The Life and Times of Grizzly Adams
4288,Murder on the Orient Express
4289,Chinatown
4290,"Sizzle Beach, U.S.A."
4291,Harry and Tonto
4292,A Woman Under the Influence
4293,Alice Doesn't Live Here Anymore
4294,The Little Prince
4295,Benji
4296,The 6 Ultra Brothers vs. the Monster Army
4297,11 Harrowhouse
4298,36 Ghante
4299,Aap Ki Kasam
4300,Abby
4301,A Performance of Hamlet in the Village of Mrdusa Donja
4302,Ali: Fear Eats the Soul
4303,Alice in the Cities
4304,Alien Thunder
4305,All the Kind Strangers
4306,Allonsanfàn
4307,Almost Human
4308,And Now My Love
4309,And Then There Were None
4310,Animals Are Beautiful People
4311,Ankur
4312,The Apprenticeship of Duddy Kravitz
4313,Arabian Nights
4314,At Home Among Strangers
4315,The Autobiography of Miss Jane Pittman
4316,Barry McKenzie Holds His Own
4317,The Beast Must Die
4318,Big Bad Mama
4319,Billy Two Hats
4320,Black Belt Jones
4321,Black Christmas
4322,The Black Windmill
4323,Blood for Dracula
4324,Bread and Chocolate
4325,Bring Me the Head of Alfredo Garcia
4326,Buster and Billie
4327,Butley
4328,Caged Heat
4329,California Split
4330,Callan
4331,Carry On Dick
4332,The Cars That Ate Paris
4333,The Castaway Cowboy
4334,Celine and Julie Go Boating
4335,Claudine
4336,The Clockmaker
4337,Closed Mondays
4338,Cockfighter
4339,Conrack
4340,The Conscript
4341,The Conversation
4342,Conversation Piece
4343,Crazy Joe
4344,The Crazy World of Julius Vrooder
4345,Daisy Miller
4346,Dark Star
4347,Death Wish
4348,The Deluge
4349,"Dirty Mary, Crazy Larry"
4350,Dost
4351,Edvard Munch
4352,Effi Briest
4353,"Electra, My Love"
4354,Emmanuelle
4355,The Enigma of Kaspar Hauser
4356,F for Fake
4357,Female Trouble
4358,Five Shaolin Masters
4359,For Pete's Sake
4360,The Four Musketeers
4361,Foxy Brown
4362,Freebie and the Bean
4363,The Front Page
4364,The Gambler
4365,General Idi Amin Dada: A Self Portrait
4366,Ginger in the Morning
4367,The Girl from Petrovka
4368,Godzilla vs. Mechagodzilla
4369,Going Places
4370,Golden Needles
4371,The Golden Voyage of Sinbad
4372,Gone in 60 Seconds
4373,Hearts and Minds
4374,Herbie Rides Again
4375,Heroes Two
4376,The Holy Office
4377,Hotel Angel
4378,In Summer We Must Love
4379,The Internecine Project
4380,The Island at the Top of the World
4381,It's Alive
4382,Petersen
4383,Journey Back to Oz
4384,Juggernaut
4385,A Jungle Book of Regulations
4386,Karafuto 1945 Summer Hyosetsu no Mon
4387,The Klansman
4388,Kunwara Baap
4389,"Lacombe, Lucien"
4390,Ladies and Gentlemen: The Rolling Stones
4391,Lancelot du Lac
4392,Lemora
4393,Lenny
4394,The Lords of Flatbush
4395,Lost in the Stars
4396,Lovin' Molly
4397,Luther
4398,Macon County Line
4399,Madhouse
4400,Mahler
4401,Majboor
4402,Mame
4403,Man on a Swing
4404,The Man Who Sleeps
4405,The Man with the Golden Gun
4406,The Marseille Contract
4407,Mashti Mamdali's Car
4408,McQ
4409,The Middle of the World
4410,The Midnight Man
4411,The Missiles of October
4412,Mr. Majestyk
4413,My Little Loves
4414,Newman's Law
4415,The Night of the Scarecrow
4416,The Night Porter
4417,The Nine Lives of Fritz the Cat
4418,The Odessa File
4419,One or the Other of Us
4420,Orders
4421,Parade
4422,The Parallax View
4423,Pastoral: To Die in the Country
4424,A Peasant on a Bicycle
4425,The Phantom of Liberty
4426,Phantom of the Paradise
4427,Phase IV
4428,La prima Angélica
4429,QB VII (miniseries)
4430,The Red Snowball Tree
4431,The Rehearsal
4432,Report to the Commissioner
4433,Return of the Street Fighter
4434,Rhinoceros
4435,Sandakan No. 8
4436,Scent of a Woman
4437,Sister Street Fighter
4438,Sister Street Fighter: Hanging by a Thread
4439,Son of Dracula
4440,The Spikes Gang
4441,Stardust
4442,Stavisky
4443,Still Life
4444,Stone
4445,The Street Fighter
4446,The Street Fighter's Last Revenge
4447,The Sugarland Express
4448,The Super Cops
4449,Sweet Movie
4450,Swept Away
4451,The Swinging Cheerleaders
4452,Symptoms
4453,The Taking of Pelham One Two Three
4454,The Tamarind Seed
4455,The Terminal Man
4456,The Texas Chain Saw Massacre
4457,Thieves Like Us
4458,Thunderbolt and Lightfoot
4459,Torkaman
4460,Three Tough Guys
4461,Truck Turner
4462,The Traveler
4463,The Ultimate Thrill
4464,Vampyres
4465,Vase de Noces
4466,We All Loved Each Other So Much
4467,Weighed But Found Wanting
4468,When the North Wind Blows
4469,Where the Lilies Bloom
4470,The White Dawn
4471,Winnie the Pooh and Tigger Too
4472,Zandy's Bride
4473,Zardoz
4474,The Satanic Rites of Dracula
4475,The Arena
4476,The Bat People
4477,Sugar Hill
4478,A Case of Rape
4479,From Beyond the Grave
4480,Busting
4481,Catch My Soul
4482,Our Time
4483,Score
4484,Lone Wolf and Cub: White Heaven in Hell
4485,Frankenstein and the Monster from Hell
4486,People Toys
4487,The Driver's Seat
4488,Chosen Survivors
4489,The Nickel Ride
4490,Huckleberry Finn
4491,Welcome to Arrow Beach
4492,"Birds Do It, Bees Do It"
4493,Little Malcolm
4494,Where the Red Fern Grows
4495,The Groove Tube
4496,Three the Hard Way
4497,The Gravy Train
4498,W
4499,Down and Dirty Duck
4500,The Take
4501,The Education of Sonny Carson
4502,Uptown Saturday Night
4503,Bank Shot
4504,The Bears and I
4505,Prophecies of Nostradamus
4506,Together Brothers
4507,Act of Vengeance
4508,Amazing Grace
4509,The Black Godfather
4510,Born Innocent
4511,Homebodies
4512,Nightmare Honeymoon
4513,The California Kid
4514,The Mutations
4515,The House on Skull Mountain
4516,Law and Disorder
4517,Shanks
4518,Mixed Company
4519,The Savage Is Loose
4520,Open Season
4521,Confessions of a Window Cleaner
4522,The Abdication
4523,Seizure
4524,Beyond the Door
4525,"Soft Beds, Hard Battles"
4526,The Photographer
4527,ESPY
4528,Trouble in Texas
4529,Where the Buffalo Roam
4530,The Moonraker
4531,Glamour for Sale
4532,The Return of Jimmy Valentine
4533,The Sin of Harold Diddlebock
4534,Sorrell and Son
4535,At the Circus
4536,Double Wedding
4537,Horse Feathers
4538,Woman in a Dressing Gown
4539,Three on a Spree
4540,Carousel
4541,The Affairs of Dobie Gillis
4542,Tea for Two
4543,Street Angel
4544,Li'l Abner
4545,Swing Time
4546,Annie Get Your Gun
4547,September Affair
4548,The Seventh Sin
4549,Mr. Deeds Goes to Town
4550,The Nun's Story
4551,The Docks of New York
4552,The Miracle Man
4553,Abbott and Costello in Hollywood
4554,Little Giant
4555,Sergeant Murphy
4556,How Green Was My Valley
4557,National Velvet
4558,A Tale of Two Cities
4559,Queen of the Mob
4560,Manhandled
4561,Hong Kong
4562,Marty
4563,The Incredible Invasion
4564,Millionaires in Prison
4565,Murder Among Friends
4566,Invisible Agent
4567,Love Happy
4568,Blackout
4569,The Wolf of Wall Street
4570,Magnificent Obsession
4571,Girl Rush
4572,Lake Placid Serenade
4573,Star Reporter
4574,Mandrake the Magician (serial)
4575,The Man Who Knew Too Much
4576,The Ghost and Mrs. Muir
4577,Once Is Not Enough
4578,The Westerner
4579,Invasion
4580,Running Scared
4581,Bicycle Thieves
4582,Miracle in Milan
4583,Our Dancing Daughters
4584,Sherlock Holmes
4585,Four Wives
4586,The Return of Doctor X
4587,The Houston Story
4588,The Baron of Arizona
4589,"Big House, U.S.A."
4590,The Snake Pit
4591,Anastasia
4592,Broadway Melody of 1936
4593,Jaws
4594,One Flew Over the Cuckoo's Nest
4595,The Rocky Horror Picture Show
4596,Shampoo
4597,Dog Day Afternoon
4598,The Return of the Pink Panther
4599,Three Days of the Condor
4600,Funny Lady
4601,The Other Side of the Mountain
4602,Tommy
4603,Sholay
4604,My Friends
4605,Star Wars
4606,Sneak Previews
4607,Chronicle of the Years of Fire
4608,Adoption
4609,Barry Lyndon
4610,Nashville
4611,Lies My Father Told Me
4612,Teenage Seductress
4613,Slade in Flame
4614,The Buffalo Creek Flood: An Act of Man
4615,Galileo
4616,Mr. Ricco
4617,Footprints on the Moon
4618,Rafferty and the Gold Dust Twins
4619,The Strongest Man in the World
4620,The Legend of Lizzie Borden
4621,The Stepford Wives
4622,Queen of the Stardust Ballroom
4623,Jacques Brel Is Alive and Well and Living in Paris
4624,Boss Nigger
4625,At Long Last Love
4626,Trilogy of Terror
4627,Man Friday
4628,Deep Red
4629,Mirror
4630,The Great Waldo Pepper
4631,The Prisoner of Second Avenue
4632,Rancho Deluxe
4633,Terror of Mechagodzilla
4634,In Celebration
4635,The Yakuza
4636,Escape to Witch Mountain
4637,Rosebud
4638,Brannigan
4639,The Manchu Eagle Murder Caper Mystery
4640,"Sheba, Baby"
4641,Smoke in the Wind
4642,Supervixens
4643,Capone
4644,The Passenger
4645,The Maids
4646,"Aloha, Bobby and Rose"
4647,Fore Play
4648,Cops vs. Thugs
4649,Dolemite
4650,Death Race 2000
4651,Monty Python and the Holy Grail
4652,Switchblade Sisters
4653,Seven Beauties
4654,The Day of the Locust
4655,The Specialist
4656,The Happy Hooker
4657,The Wild Party
4658,End of the Game
4659,Moonrunners
4660,Sheila Levine Is Dead and Living in New York
4661,Friendly Persuasion
4662,The Man in the Glass Booth
4663,The Fortune
4664,"Cornbread, Earl and Me"
4665,The Eiger Sanction
4666,French Connection II
4667,W.W. and the Dixie Dancekings
4668,The Wild McCullochs
4669,Breakout
4670,The Wind and the Lion
4671,Lepke
4672,The Hiding Place
4673,Las Vegas Lady
4674,Poor Pretty Eddie
4675,The Ultimate Warrior
4676,Posse
4677,Love and Death
4678,Night Moves
4679,Blazing Stewardesses
4680,Sunday Too Far Away
4681,Bug
4682,The Devil's Rain
4683,That's the Way of the World
4684,Bite the Bullet
4685,Cooley High
4686,Rollerball
4687,Doc Savage: The Man of Bronze
4688,Race with the Devil
4689,The Apple Dumpling Gang
4690,Bucktown
4691,Gone with the West
4692,Walking Tall Part 2
4693,Smile
4694,The Drowning Pool
4695,Cleopatra Jones and the Casino of Gold
4696,White Line Fever
4697,Cover Girl Models
4698,Return to Macon County
4699,Zorro
4700,Mandingo
4701,The Wilby Conspiracy
4702,The Candy Tangerine Man
4703,Hennessy
4704,The Man from Hong Kong
4705,The Super Inframan
4706,Framed
4707,That Lucky Touch
4708,"Farewell, My Lovely"
4709,Journey into Fear
4710,Picnic at Hanging Rock
4711,Darktown Strutters
4712,Coonskin
4713,The Great McGonagall
4714,It Seemed Like a Good Idea at the Time
4715,Mitchell
4716,The Master Gunfighter
4717,Conduct Unbecoming
4718,Hard Times
4719,Lisztomania
4720,Royal Flash
4721,Shivers
4722,Let's Do It Again
4723,The Divine Nymph
4724,Whiffs
4725,Rooster Cogburn
4726,Hester Street
4727,Diamonds
4728,The Giant Spider Invasion
4729,Take a Hard Ride
4730,Challenge to Be Free
4731,Crazy Mama
4732,Overlord
4733,Winterhawk
4734,Out of Season
4735,The Sunshine Boys
4736,Inn of the Damned
4737,A Boy and His Dog
4738,Fear Over the City
4739,Permission to Kill
4740,Mackintosh and T.J.
4741,Inserts
4742,The Wrong Move
4743,The Romantic Englishwoman
4744,Inside Out
4745,Operation Daybreak
4746,Peeper
4747,Against a Crooked Sky
4748,Sixpack Annie
4749,Psychic Killer
4750,The Adventure of Sherlock Holmes' Smarter Brother
4751,Deadly Hero
4752,The Reincarnation of Peter Proud
4753,Emmanuelle 2
4754,The Man Who Would Be King
4755,The Adventures of the Wilderness Family
4756,Bugs Bunny: Superstar
4757,Carry On Behind
4758,The Killer Elite
4759,The Story of Adele H.
4760,Aaron Loves Angela
4761,The Black Bird
4762,Breakheart Pass
4763,Friday Foster
4764,The Hindenburg
4765,Hustle
4766,Lucky Lady
4767,Ride a Wild Pony
4768,Afonya
4769,Anno Domini 1573
4770,Apoorva Raagangal
4771,Attilas '74
4772,Autobiography of a Princess
4773,The Beehive
4774,Bim
4775,Chupke Chupke
4776,The Cycle
4777,Deafula
4778,Deewaar
4779,Dialogues of Exiles
4780,The Empress Dowager
4781,Earthquake in Chile
4782,Fantozzi
4783,The Flower in His Mouth
4784,Furtivos
4785,God's Gun
4786,Graveyard of Honor
4787,Great
4788,Grey Gardens
4789,Hababam Sınıfı
4790,Hagiga B'Snuker
4791,Hedda
4792,Hedgehog in the Fog
4793,The Irony of Fate
4794,Jacob the Liar
4795,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles"
4796,Kaddu Beykat
4797,Keetje Tippel
4798,Legend of the Werewolf
4799,Let Joy Reign Supreme
4800,The Lost Honour of Katharina Blum
4801,The Magic Flute
4802,La Maldicion de la Bestia
4803,Milestones
4804,Mother Küsters' Trip to Heaven
4805,Nights and Days
4806,Nishant
4807,The Noah
4808,Le vieux fusil
4809,Osadeni Dushi
4810,The Pinchcliffe Grand Prix
4811,The Promised Land
4812,Gypsies Are Found Near Heaven
4813,The Return of the Sister Street Fighter
4814,Russian Roulette
4815,"Salò, or the 120 Days of Sodom"
4816,They Fought for Their Country
4817,The Travelling Players
4818,Under the Pavement Lies the Strand
4819,Villa Zone
4820,A Woman's Decision
4821,Xala
4822,The Fighting O'Flynn
4823,Home Town Story
4824,Le Corbeau
4825,The Boob
4826,The Monster
4827,The Three Stooges
4828,Augustus the Strong
4829,The Locket
4830,Honeymoon in Bali
4831,Virginia
4832,Summer Interlude
4833,A Lesson in Love
4834,The Big Broadcast of 1938
4835,Thanks for the Memory
4836,The Snows of Kilimanjaro
4837,Johnny Trouble
4838,City That Never Sleeps
4839,Caravan
4840,Lilli Marlene
4841,Charlie Chan in Rio
4842,It Happened in Hollywood
4843,Riding High
4844,Ladies' Man
4845,The Lovers
4846,Look Back in Anger
4847,Clarence
4848,The 13th Man
4849,Ma and Pa Kettle
4850,Down to Earth
4851,Hell Drivers
4852,Carry On Sergeant
4853,Leave Her to Heaven
4854,Men in Black
4855,Random Harvest
4856,I Remember Mama
4857,Sweetheart of the Campus
4858,The Impossible Years
4859,Underworld
4860,The Last Command
4861,Kiss Them for Me
4862,Moby Dick
4863,The More the Merrier
4864,Repeat Performance
4865,Inside Job
4866,Shed No Tears
4867,Pat and Mike
4868,The Arizona Kid
4869,Flame of Barbary Coast
4870,The Singing Outlaw
4871,The Phantom Stage
4872,Lust for Life
4873,Many Wars Ago
4874,After the Thin Man
4875,Dressed to Kill
4876,Song of Texas
4877,Venus of the South Seas
4878,A Daughter of the Gods
4879,Dynamite
4880,The Scarlet Letter
4881,Battleground
4882,Heidi
4883,The House on Telegraph Hill
4884,Love Nest
4885,Son of Frankenstein
4886,Captain Kidd
4887,Taxi Driver
4888,Tarzoon: Shame of the Jungle
4889,India Today
4890,Kinema Junpo
4891,British Film Institute
4892,The Stage
4893,Central Bank of Russia
4894,Rocky
4895,Silver Streak
4896,All the President's Men
4897,The Omen
4898,The Bad News Bears
4899,In Search of Noah's Ark
4900,Midway
4901,Family Plot
4902,The Shootist
4903,Bound for Glory
4904,Marathon Man
4905,Network
4906,Voyage of the Damned
4907,Bugsy Malone
4908,Face to Face
4909,Black and White in Color
4910,1900
4911,A Queda
4912,The Anchorite
4913,Any Day Now
4914,The Ascent
4915,Assault on Precinct 13
4916,Invisible Strangler
4917,At the Earth's Core
4918,Baby Blue Marine
4919,Barocco
4920,Beach Guard in Winter
4921,The Best Way to Walk
4922,The Big Bus
4923,The Blank Generation
4924,Blue Puppy
4925,Bobbie Jo and the Outlaw
4926,Breaking Point
4927,The Bricklayers
4928,Brother and Sister
4929,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson"
4930,Burnt Offerings
4931,Caddie
4932,Car Wash
4933,The Career of a Chambermaid
4934,Caro Michele
4935,Carrie
4936,The Cassandra Crossing
4937,A Child in the Crowd
4938,Chinese Roulette
4939,Chitchor
4940,The Clown Murders
4941,Strømer
4942,Coup de Grâce
4943,The Desert of the Tartars
4944,The Devil's Playground
4945,Diary of the Dead
4946,Dixie Dynamite
4947,Dogs
4948,Don's Party
4949,Dona Flor and Her Two Husbands
4950,Drum
4951,The Eagle Has Landed
4952,Embryo
4953,Escape from the Dark
4954,F comme Fairbanks
4955,Farsighted for Two Diopters
4956,Fellini's Casanova
4957,The Fifth Seal
4958,The First Nudie Musical
4959,The Food of the Gods
